age,income,credit_score,claim_history,vehicle_value,price
31,150000,705,2,1781540,91014
27,707491,734,1,1371198,67805
63,498044,703,3,835977,33201
30,342392,682,1,908211,36467
48,704836,666,2,909595,42957
47,769209,627,3,445576,26091
20,448309,626,3,707222,34776
47,512774,804,0,676809,21669
23,471387,660,1,993005,49993
46,576552,850,0,573944,10000
25,862433,760,3,839971,51513
61,376628,459,2,753532,45492
62,507794,779,1,930331,52483
60,580215,695,1,1487242,67482
61,697974,574,2,1338174,66780
50,782795,817,3,375800,30630
34,1312677,660,1,879264,44448
65,871637,653,0,778852,29015
28,878779,733,1,641360,34571
30,620016,802,2,1761208,80037
67,406040,710,3,689292,53554
28,541535,703,3,717025,41279
48,486900,637,2,1601755,72979
45,817669,801,0,1287614,40930
61,204615,711,0,722680,18207
23,877760,679,2,1204241,67856
58,664828,668,0,804225,16271
33,920004,792,2,830873,38915
21,482827,676,2,577846,35660
52,429589,792,0,200000,10000
65,577999,657,1,330050,15850
43,570805,765,1,458157,19719
29,941904,718,0,1067601,39138
28,939041,614,2,961375,41843
54,1271506,692,2,1334493,61840
42,551352,502,1,418665,18379
35,150000,633,2,1614716,83545
36,577173,557,2,1577741,86215
40,769197,850,0,914174,30271
55,914359,559,1,625499,34615
35,791081,850,3,646198,41494
43,551116,746,2,979254,48748
23,1214249,653,1,1653038,78269
21,389879,772,1,862031,26768
61,617606,641,2,267186,21895
68,376027,573,3,1658147,88975
46,705873,707,2,739845,47407
51,1176701,763,1,1481518,55951
34,657722,815,0,1150310,37289
60,659560,744,2,840628,30713
60,191211,652,1,1286375,58426
33,613902,824,1,606101,22991
19,1045146,804,1,783617,30206
51,624929,724,1,687705,30400
25,604662,808,1,819727,21398
30,1031714,850,1,1119100,40450
59,605930,651,1,1116112,46523
25,1087616,619,3,277873,35989
47,314608,648,1,685784,32422
49,903356,578,2,754843,43981
53,1193898,753,1,1134460,48134
64,1002357,555,2,339873,49266
47,150000,813,3,1182587,74438
18,508509,639,1,449316,10000
60,627414,822,1,999339,43414
56,1002986,469,2,1345775,78010
34,300514,665,1,409247,10000
37,394318,583,1,996699,45154
41,218454,821,1,825807,30980
67,452259,850,2,509020,21208
39,324518,489,1,410014,31039
46,1179371,777,1,616986,21735
39,505786,796,2,575800,26024
61,907277,729,2,817761,35150
26,705390,752,2,729350,29566
54,701188,746,0,1069446,33252
27,522566,778,2,1223396,54880
53,931006,601,2,288397,10000
54,746303,808,0,799739,27482
45,729023,718,2,520030,10000
45,521973,713,2,465933,27728
59,571067,750,5,272479,43681
60,876673,585,1,242924,10000
38,769016,560,2,692349,40936
41,737041,689,3,1057163,60107
59,473787,838,0,1055738,55097
57,1283232,593,1,478928,30300
19,556087,715,1,438471,14046
25,690924,635,2,995697,61528
65,643889,623,3,727302,65836
44,1286413,745,2,1255884,59761
39,612755,768,0,455711,19838
54,585297,629,1,200000,19099
44,735493,824,1,1144993,38315
46,491937,738,1,200000,10000
20,733479,678,1,321680,17573
61,1411481,731,1,632308,21355
30,789908,850,1,786002,31384
62,778973,767,1,1140590,55919
27,484628,637,0,494312,22392
53,1212762,698,2,1427084,74171
26,1281709,711,1,293560,13511
44,955804,759,1,751224,27290
51,896149,721,2,1232061,55074
68,629570,850,2,1253237,73982
18,817401,679,1,200000,29289
49,449452,544,0,1983177,81994
42,362165,719,2,771108,38539
46,253792,660,0,1011378,27902
24,823202,564,2,766544,64445
66,286487,636,0,1754061,67830
20,550109,667,1,1415737,65338
37,681631,802,2,1743002,77129
37,998587,566,2,1089293,61707
47,526533,731,1,1264858,51391
52,1033981,850,0,482152,10000
52,981747,684,1,794161,32019
66,378607,681,0,1265181,49023
56,1036847,764,5,1027298,91063
44,614925,746,0,942281,20548
43,550314,827,1,589732,15769
31,616194,684,1,1366188,54274
34,698948,763,0,1360512,40175
35,575486,764,2,1316883,63933
62,448092,669,0,1016815,32532
69,474623,689,1,904041,40088
46,741682,698,1,1349652,58181
37,651860,588,3,1274720,63362
44,858192,665,1,542917,23074
35,715708,834,2,1026539,44062
21,723104,793,4,1163220,86744
18,877843,647,2,630758,30260
67,1125675,698,2,1261376,58379
18,1137706,787,2,1187062,52434
43,1102121,739,1,733477,31650
62,961134,771,0,357284,11271
37,1325623,748,1,1134496,59550
69,831347,719,0,1685844,59472
40,797663,685,0,1002159,46567
27,1373176,592,2,1156553,71268
28,150000,762,2,433865,22674
58,635831,680,1,880884,36846
58,1075748,551,0,855415,26997
22,994078,650,1,545434,15921
18,1469695,776,1,1075914,65459
34,732245,527,0,1060557,34846
39,570754,607,2,782342,34609
51,600374,712,2,894906,37439
62,795420,826,4,1721179,99259
58,1186494,789,0,651756,20249
46,1190242,835,0,447457,25333
21,683195,718,3,437849,47012
22,775902,681,0,999660,20423
28,516519,775,2,200000,27667
68,547835,619,0,695870,38693
38,1013877,612,1,512532,18835
52,1180663,596,3,877099,46967
29,490814,797,1,878760,41328
43,772886,624,2,1037896,48107
68,627076,790,1,1146207,59681
36,959161,713,0,1356718,52056
62,583445,799,2,758539,33144
24,150000,600,2,633470,38840
64,1001107,643,0,1241052,45360
24,608954,740,2,236412,10000
43,640166,661,3,1202945,61738
57,830676,475,2,957209,45833
22,805850,576,2,1079615,60313
38,836836,599,2,1045986,58385
31,211080,606,0,954571,44853
21,866892,761,5,970865,71734
40,150000,730,0,455764,10000
59,930869,714,1,639496,21548
37,1035514,850,1,1610922,59344
32,289443,805,1,1169143,42549
67,798529,772,0,1324241,46114
69,1017153,565,1,761851,39912
62,565298,705,4,931743,61337
46,902090,726,1,1110677,50988
25,150000,662,0,1382282,58034
58,1029458,850,3,838945,49817
65,708998,704,0,1090826,29682
36,622651,589,4,1184278,77460
65,995212,610,0,1273963,54532
56,1218786,850,0,819347,33120
63,845714,662,0,1412689,42221
45,1182614,512,1,331016,26154
63,234015,646,3,448204,30219
44,899784,535,2,1092264,48113
21,660398,782,3,1081716,63649
32,463534,524,0,806021,17765
52,150000,573,1,723086,38222
54,883536,700,0,728419,35082
18,962587,799,3,540380,29079
20,1102606,693,6,882023,81582
64,1052947,586,0,277580,17134
41,468487,716,0,1352805,37307
44,1087211,657,3,1052750,52509
57,1118904,801,0,1417507,47278
53,622004,776,1,964417,38467
51,708528,651,2,885130,46453
46,419753,770,1,950177,39360
41,1144265,724,4,620187,37268
41,246463,823,0,402619,10000
59,860491,766,1,506196,12201
21,520951,749,3,729478,50841
20,367644,819,1,546660,32739
51,150000,701,1,1439487,60357
66,635378,630,3,617852,46749
40,320624,718,1,1057450,40585
69,716925,668,0,1133744,37741
40,1230801,754,1,1394975,65310
62,759852,705,3,1172664,71287
22,1299184,736,0,830615,31805
48,405318,591,1,1582388,66606
58,315717,745,0,402395,10000
23,391895,584,0,523969,20811
54,680469,786,1,987968,44011
27,1516884,786,3,934351,72748
57,201365,731,3,1226850,69862
24,885898,727,2,964220,47342
56,490010,679,0,1047613,39731
55,632859,645,4,1298466,96631
38,322594,698,1,956309,44374
37,963741,850,2,1171837,55101
20,686822,720,0,597743,15675
68,1026236,578,2,624132,28190
39,752573,546,2,1252413,70174
64,150000,570,1,948408,40129
21,1028962,666,0,967717,52079
45,150000,813,2,622596,34177
29,150000,607,0,736523,31055
55,424839,827,2,1014681,45577
68,428843,716,1,779560,27318
53,1118806,743,1,555221,30914
64,648653,741,1,559871,34567
58,1074215,753,2,645067,26620
22,529624,662,1,764422,28923
30,795293,489,0,789393,24321
40,842212,647,2,1527350,80375
67,908819,620,0,1269669,48994
47,560522,727,1,1018767,42521
54,586643,719,2,1644956,72790
42,610560,675,5,853782,82783
65,204276,850,3,1090193,70184
44,674829,642,3,1031525,45453
68,584894,499,1,1089018,55385
31,874021,710,3,600631,37317
65,727390,807,2,778224,35158
64,1100914,725,0,575387,26477
53,721026,667,2,1063063,56676
56,531338,721,2,901330,46833
33,717309,850,0,200000,10000
39,917250,621,1,1105420,56019
38,168037,702,2,986694,40697
38,485425,760,1,1581690,71396
25,491746,722,2,1270805,63158
66,823297,677,2,1345134,66064
33,858185,661,3,448463,28085
48,730368,674,3,1347289,77862
59,150000,747,2,822041,31805
27,204424,742,2,623233,43897
49,628320,850,1,200000,10000
51,549559,561,4,1425348,87752
26,701611,850,2,786170,38383
34,559180,681,3,851112,49127
28,1159492,691,2,1028414,62008
49,150000,777,1,1644919,54319
27,790788,776,1,809665,34025
39,948403,804,0,893826,43652
34,910461,823,1,1287459,53366
21,936181,696,1,788354,37045
65,979334,824,2,567510,30490
69,518806,643,2,200000,10139
64,369554,672,2,1434513,75434
42,150000,683,1,995491,41755
38,591219,652,1,1118423,49217
54,466740,705,0,705530,29471
55,1048482,780,3,1171897,70090
66,613732,758,4,666481,50841
18,390878,644,0,965068,43726
42,343439,637,1,943121,49683
68,1296646,623,2,1351735,73685
53,693374,707,1,1158802,57546
34,465548,557,0,649383,34789
58,737212,619,1,1140510,39696
41,1269066,658,3,753151,69578
19,583095,794,0,575108,21993
57,906103,688,1,1120391,45840
32,1055938,790,0,977596,35361
49,150000,716,1,421628,10000
56,508476,657,0,693918,26836
23,1018325,661,1,1198163,46558
18,490208,595,0,1055645,40558
64,824387,850,1,1072418,45352
40,472455,799,1,1638135,62075
56,566334,754,2,1298399,48811
34,529790,582,1,853285,40144
51,891001,659,2,738421,39407
58,760474,612,2,627947,36331
46,729657,711,2,716086,34638
26,1452248,616,3,260343,18155
30,1221909,639,1,413561,17915
23,150000,618,1,1163104,53583
23,566977,678,1,1513911,71203
37,1427939,706,1,922092,33184
69,527622,680,1,618951,34043
20,1326323,837,2,200000,20475
34,572101,772,1,1581545,69172
66,629800,629,0,364590,27849
29,959071,729,0,311156,10000
65,672937,636,0,781019,43844
64,848387,664,1,883069,33239
62,1172484,743,0,904145,33768
18,927640,759,1,558023,26004
34,742459,647,2,1066285,43539
20,1202058,600,2,691293,43090
43,963006,707,1,701217,37742
32,479937,739,1,788514,37454
53,1294022,642,0,629234,10905
49,892709,773,1,398284,10000
49,635896,757,0,424396,10000
21,150000,641,2,457939,38186
35,286727,801,2,1082431,54534
66,1210040,804,3,1059647,44878
36,1221899,850,1,792497,49895
60,725585,850,2,812359,53085
69,168926,618,2,1367015,60134
52,373907,783,0,1105683,35749
57,212869,779,0,1525954,51621
31,201966,668,3,669075,47872
50,1308040,740,0,434017,16881
31,1317975,531,2,1298761,60810
51,363745,528,2,891773,58487
21,697379,545,2,578864,47918
41,314561,735,1,1095519,46408
46,695428,739,2,617993,28885
36,1191791,675,2,1175598,71572
23,1023615,850,0,1094380,21378
50,942598,788,1,809614,27366
66,641746,556,1,225333,20046
57,1078590,684,0,530734,30096
36,894000,615,0,1507341,52237
18,821174,737,2,1598191,97215
22,665377,697,0,1937302,52012
44,795511,620,1,1060152,54822
33,786475,850,1,463963,21382
23,537570,705,1,1435602,58296
57,467525,662,2,794332,48916
30,400927,677,1,627070,24940
65,420141,845,1,1033897,34051
52,643569,782,2,1658771,79519
36,594194,685,1,857876,36843
29,513779,610,2,906800,41186
33,491565,624,1,287140,10000
60,787564,656,1,943101,37658
27,1113282,745,3,1166192,53722
42,696725,768,1,864942,23338
37,677100,634,2,894601,54114
48,419533,772,2,990055,38132
21,633079,618,0,480329,17946
61,1057100,644,2,200000,10000
40,1011238,569,0,858684,43618
19,990392,566,1,809752,35312
39,980760,617,1,1128000,57807
68,831019,697,0,1858841,83117
54,820362,610,1,1418409,50489
25,773425,834,1,200000,10000
24,574934,616,2,1908313,102388
31,725109,716,1,1165603,44216
20,764679,818,2,794128,44112
67,889950,708,1,1490555,63167
33,730076,667,1,200000,10000
36,1331548,713,2,682187,44045
68,337056,649,2,978832,49691
35,926342,609,1,926929,31180
69,687626,755,0,1505631,65229
33,700643,647,2,1372196,62361
25,456227,784,2,1172849,51304
50,1005802,771,1,789214,19447
66,895852,714,2,1284532,67911
29,950091,787,1,660774,29038
28,750773,651,0,1208928,29654
22,602531,770,2,608408,35797
44,680031,770,1,1017677,49478
29,830039,672,3,317672,29705
34,150000,661,2,1314207,76433
23,961879,729,2,722170,34445
50,1427857,850,2,352383,35454
22,844100,679,1,514537,24332
45,615722,659,3,777416,55109
31,651629,806,0,535116,28765
22,912262,706,3,1188066,91359
50,622513,777,1,788905,25144
67,960602,832,3,1273988,64819
65,647757,528,0,786838,30740
58,1214255,696,2,1186831,56084
36,1205978,679,1,903593,32751
39,600949,613,0,796249,16760
22,675692,527,3,483747,36996
19,693289,556,1,927140,48927
47,697310,709,1,1194158,53317
64,415771,651,2,624995,21345
56,373821,627,1,895011,26851
21,1074927,708,1,679369,31437
50,1026936,637,1,1674486,68910
30,1021756,816,0,1024796,32880
37,679186,644,4,935977,63336
24,1267603,835,0,705698,21211
32,693259,697,2,1253569,63199
40,958862,641,0,899728,41306
31,283413,634,1,874036,31304
40,631079,836,1,870684,40139
36,653253,762,1,457609,21511
46,680353,631,3,1498335,70392
37,302350,710,3,1267842,67543
46,911164,487,2,903567,48558
41,1008583,580,1,858758,55516
35,476842,632,1,547362,19302
27,355797,630,1,309592,10735
58,469317,809,2,547619,33256
25,848649,527,0,1357451,49514
43,521018,571,2,745320,30342
46,659780,740,0,1332955,33082
27,377961,720,2,887999,31103
34,1293785,668,1,552634,31917
19,721959,850,2,606397,24966
23,1044914,755,1,998639,62617
22,847950,810,1,252203,10000
45,687435,695,2,593185,38842
58,671901,651,1,718555,22633
22,482426,652,0,1228219,47394
35,564861,783,1,1013177,53858
43,397659,769,2,974959,46579
37,364940,680,3,1085352,55502
58,1325912,742,2,1313646,61091
66,783673,786,0,920227,30318
44,1139715,649,1,486287,14653
66,461781,669,3,975156,71558
29,324518,740,1,563842,25593
24,406666,539,4,200000,37223
20,573378,741,4,975573,76789
27,710949,598,2,1106691,70231
51,654719,784,1,1038745,33468
42,468042,850,2,1102134,58694
52,726314,637,0,1345872,44629
33,752615,578,1,512371,22827
19,910682,683,1,744798,25182
41,1141129,676,0,385162,32392
27,590831,759,0,1079736,31980
55,1064644,721,1,1391525,63445
39,719781,673,3,682209,33619
43,241804,708,3,1188922,66906
60,1234981,599,1,592258,35612
56,1381760,774,2,1158194,59622
44,885728,845,0,200000,10000
46,726935,592,0,1509055,49450
64,618578,557,1,463890,23370
55,560815,663,2,967577,49501
37,1063210,590,0,1461921,42972
44,694818,585,2,432790,23046
58,1202181,573,2,1603818,78437
37,710458,682,0,1741235,66795
61,576295,662,2,1175593,67067
36,519609,733,1,906724,44181
37,476885,649,0,826078,32493
52,854243,590,2,1129696,60665
64,311651,698,1,1198476,55174
19,454498,604,0,200000,15210
47,1097344,746,0,786067,41192
51,413635,550,0,666115,16826
39,958811,505,0,608227,19130
20,150000,555,2,616115,44083
23,1135026,662,2,382353,16181
32,318930,674,1,1519948,54356
44,437081,712,1,665075,24226
27,904102,649,3,842064,52576
26,781122,623,0,774998,24286
50,968496,828,0,680497,26401
49,316521,805,1,1066789,42656
65,613958,788,0,775113,24218
23,514876,727,1,1142149,36470
58,366943,734,3,1528020,89968
53,878769,627,0,459930,21564
19,982915,712,2,1029126,51917
46,598940,615,2,1017297,53576
21,1156813,605,2,429843,27795
18,464289,554,0,1158465,52712
36,1149540,736,0,795081,29823
43,868671,714,5,1531718,97773
42,332929,672,0,1299600,62412
27,1294457,660,0,899798,42652
32,566656,535,1,813441,37097
39,1061535,723,2,1593035,77917
68,743694,671,0,668276,26270
65,812332,780,0,1005783,28915
38,970362,713,1,873949,46604
39,953755,763,4,1377945,95521
53,597356,699,1,1408683,58507
51,859499,716,2,1116958,61095
47,836979,783,1,688877,38171
42,764068,682,1,837401,38292
62,639005,742,2,407913,15961
45,763469,660,0,999555,41420
18,1290262,688,1,577365,27309
66,611491,843,2,1795533,74701
62,1061976,757,2,680938,44391
21,514109,651,2,1310315,68978
24,435605,738,2,1511393,73185
66,1682919,584,0,1231534,61683
26,862007,680,0,697344,20584
53,870254,614,4,668763,43890
36,878568,740,0,2077646,74452
